class_id,support,predicted,precision,recall,f1,roc_auc,average_precision
111,1000,960,0.9375,0.9,0.9183673469387755,0.9918346346346347,0.8583636897969721
112,1000,1460,0.589041095890411,0.86,0.6991869918699187,0.9967291291291291,0.5180739246820175
113,1000,1020,0.8823529411764706,0.9,0.8910891089108911,0.9996670670670671,0.8219101257524286
114,1000,820,0.975609756097561,0.8,0.8791208791208791,0.9985477477477478,0.8248958007527678
115,1000,1640,0.4268292682926829,0.7,0.5303030303030304,0.9989775775775775,0.3908833466318748
116,1000,980,0.7755102040816326,0.76,0.7676767676767676,0.9990802802802803,0.6585293121151848
117,1000,480,0.9583333333333334,0.46,0.6216216216216216,0.9728916916916917,0.6450766672197965
118,1000,1120,0.5714285714285714,0.64,0.6037735849056605,0.9992486486486486,0.5004612843214846
119,1000,0,0.0,0.0,0.0,0.9855453453453453,0.3164169640610488
120,1000,2180,0.3853211009174312,0.84,0.5283018867924528,0.9983029029029029,0.34167187530827664
121,1000,920,0.34782608695652173,0.32,0.3333333333333333,0.9982946946946948,0.2692581107195712
122,1000,1420,0.5492957746478874,0.78,0.6446280991735538,0.9991773773773774,0.6899445124342829
123,1000,900,0.6888888888888889,0.62,0.6526315789473685,0.9878396396396396,0.5344716543153846
124,1000,700,0.7428571428571429,0.52,0.6117647058823529,0.9649751751751752,0.48981004712008164
125,1000,880,0.4090909090909091,0.36,0.3829787234042554,0.9803837837837838,0.26969350204230536
